Address,Latitude,Longitude,Price,Beds,Posted,Minimum_Cost,Maximum_Cost,Minimum_Beds,Maximum_Beds,Average_Cost,Area,Website,Rating,Cost_per_Person,Pet_friendly,Dish_washer_in_unit,Wahingmachine_in _unit,Parking,Wifi,water/electricity/trash management,Air_conditioning,Television,Fully_furnished,Distance_from_GIES(miles),Distance_from_iSchool(miles),Distance_from_Grainger(miles),Distance_from_CountyMarket,Latitude(gies),Longitude(gies),Latitude(ischool),Longitude(ischool),Latitude(eng),Longitude(eng),Latitude(countymarket),Longitude(countymarket)
" 1010 Kara Drive, Champaign,IL 61822 – Champaign   ",40.1260737,-88.2951463,925,2,1 Week Ago,925,925,2,2,925,Apartments.com,Champaign,4,462.5,1,0,1,1,0,1,1,1,1,3.78345682,3.595430579,3.752704898,2.036622095,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 207 W William St, Champaign,IL 61820 – Downtown Champaign   ",40.1066409,-88.2460042,"1,100",3,1 Week Ago,1100,1100,3,3,1100,Apartments.com,Champaign,5,366.6666667,1,1,1,0,1,1,1,1,1,0.8791913458,0.7693393046,1.046728312,2.626208698,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 301 N Neil St, Champaign,IL 61820 – Downtown Champaign   ",40.1189773,-88.2442721,"2,150",1,1 Week Ago,2150,2150,1,1,2150,Apartments.com,Champaign,4,2150,0,0,1,1,0,1,0,1,0,1.307088387,1.03304184,1.073126433,3.045599821,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 15 Taylor St, Champaign,IL 61820 – Downtown Champaign   ",40.1173049,-88.2428909,"1,300",2,2 Weeks Ago,1300,1300,2,2,1300,Apartments.com,Champaign,4,650,1,1,1,0,0,1,0,1,1,1.170688604,0.8980992505,0.9523382985,3.052954036,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 104 S Grove St, Urbana,IL 61802 – Urbana   ",40.1124357,-88.2011075,665 - 775,1,2 Days Ago,665,775,1,1,720,Apartments.com,Urbana,5,775,1,1,1,0,1,1,0,1,0,1.636586842,1.640020929,1.371233115,5.026093508,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 710 W Nevada St, Urbana,IL 61801 – Urbana   ",40.106695,-88.2168955,"1,800",4,2 Days Ago,1800,1800,4,4,1800,Apartments.com,Urbana,3,450,1,0,1,0,0,1,0,0,1,0.7168647757,0.7749628794,0.6046946968,4.130718625,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 606 E Elm St, Urbana,IL 61802 – Urbana   ",40.1120179,-88.2007189,695,1,2 Days Ago,695,695,1,1,695,Apartments.com,Urbana,5,695,1,1,1,1,0,1,1,0,1,1.645252287,1.654641408,1.389718709,5.039979531,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1302 Brighton Dr, Urbana,IL 61801 – Urbana   ",40.0933449,-88.1929603,550,1,2 Days Ago,550,550,1,1,550,Apartments.com,Urbana,2,550,1,0,0,0,0,1,1,0,1,2.074553108,2.264427384,2.166241827,5.341824898,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 714 W Elm St, Urbana,IL 61801 – Urbana   ",40.1116606,-88.2175139,990,2,3 Days Ago,990,990,2,2,990,Apartments.com,Urbana,4,495,0,1,0,1,1,1,1,1,0,0.8568420841,0.7895530097,0.5030446594,4.170411257,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 211 W Illinois St, Urbana,IL 61801 – Urbana   ",40.1089832,-88.2099839,590,1,3 Days Ago,590,590,1,1,590,Apartments.com,Urbana,5,590,0,0,0,0,0,1,0,1,1,1.113404724,1.1410626,0.9068977578,4.518339762,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 309 S Coler Ave, Urbana,IL 61801 – Urbana   ",40.1100993,-88.2162843,"1,800",4,3 Days Ago,1800,1800,4,4,1800,Apartments.com,Urbana,3,450,1,0,0,1,1,1,0,0,1,0.8454193401,0.8219643759,0.5671462637,4.208222478,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 606 1/2 W Elm St, Urbana,IL 61801 – Urbana   ",40.111902,-88.2154408,"1,695",4,3 Days Ago,1695,1695,4,4,1695,Apartments.com,Urbana,3,423.75,1,0,1,0,1,1,1,0,0,0.9527922808,0.8982845662,0.6137880578,4.280677301,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 407 Yankee Ridge Ln, Urbana,IL 61802 – Urbana   ",40.073116,-88.2008601,575 - 590,1,3 Days Ago,575,590,1,1,582.5,Apartments.com,Urbana,4,590,0,1,0,1,0,1,1,1,0,2.605190526,2.884236895,2.949458367,5.18114935,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 901 East Mumford Drive, Urbana,IL 61801 – Urbana   ",40.0904219,-88.1967105,845,2,4 Days Ago,845,845,2,2,845,Apartments.com,Urbana,5,422.5,1,0,1,0,1,1,1,0,1,1.974241159,2.19080562,2.132727203,5.156712912,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1004 Stoughton St, Urbana,IL 61801 – Urbana   ",40.1137838,-88.2211265,"800 - 1,000",4,4 Days Ago,800,1000,4,4,900,Apartments.com,Urbana,4,250,0,1,1,1,0,1,1,1,1,0.8405356568,0.6930107867,0.3698554996,4.026507407,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1404 Silver St, Urbana,IL 61801 – Urbana   ",40.091707,-88.191011,600,2,4 Days Ago,600,600,2,2,600,Apartments.com,Urbana,2,300,0,0,0,1,1,1,1,0,0,2.21122856,2.40721594,2.315188033,5.450696219,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1102 Stoughton St, Urbana,IL 61801 – Urbana   ",40.1138883,-88.2227246,400 - 800,2 - 3,4 Days Ago,400,800,2,3,600,Apartments.com,Urbana,3,266.6666667,0,1,1,0,1,1,1,1,0,0.8037425512,0.6331842632,0.3077900792,3.948054237,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 606 W Ohio St, Urbana,IL 61801 – Urbana   ",40.1039912,-88.2151712,"10,600",6,4 Days Ago,10600,10600,6,6,10600,Apartments.com,Urbana,2,1766.666667,0,0,1,1,1,1,1,0,0,0.7760269542,0.8995909854,0.7829129155,4.193865985,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 107 Oregon W St, Urbana,IL 61801 – Urbana   ",40.1074041,-88.2081685,"1,200 - 1,300",1,4 Days Ago,1200,1300,1,1,1250,Apartments.com,Urbana,3,1300,0,0,0,1,1,1,1,1,1,1.175245896,1.233428203,1.021690847,4.593670482,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1003 W Stoughton St, Urbana,IL 61801 – Urbana   ",40.1133641,-88.2211455,750 - 800,2,5 Days Ago,750,800,2,2,775,Apartments.com,Urbana,2,400,1,0,0,0,1,1,1,1,1,0.8158727173,0.6748635586,0.3538669368,4.017107979,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1002 Springfield Ave, Urbana,IL 61801 – Urbana   ",40.1130006,-88.2209172,"1,000",2,5 Days Ago,1000,1000,2,2,1000,Apartments.com,Urbana,5,500,1,0,1,0,1,1,1,1,0,0.8022885144,0.6705294952,0.3530876933,4.021528896,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 709 W Main St, Urbana,IL 61801 – Urbana   ",40.1139609,-88.2170169,"1,960",4,6 Days Ago,1960,1960,4,4,1960,Apartments.com,Urbana,5,490,0,0,0,0,1,1,1,1,0,0.9854784249,0.8810057428,0.5685556579,4.237970333,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 302 S Busey Ave, Urbana,IL 61801 – Urbana   ",40.1100968,-88.2172508,"1,760 - 1,960",4,1 Week Ago,1760,1960,4,4,1860,Apartments.com,Urbana,3,490,1,1,0,1,0,1,0,1,0,0.8024795205,0.7720146307,0.516319707,4.158388831,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 705 E Colorado Ave, Urbana,IL 61801 – Urbana   ",40.0942149,-88.1974529,700 - 860,2,1 Week Ago,700,860,2,2,780,Apartments.com,Urbana,3,430,0,0,0,0,0,1,1,0,0,1.831019776,2.025165921,1.937426213,5.102250926,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 709 W Green St, Urbana,IL 61801 – Urbana   ",40.1103606,-88.2170169,"1,100 - 1,760",2 - 4,1 Week Ago,1100,1760,2,4,1430,Apartments.com,Urbana,2,440,1,0,0,0,0,1,1,1,0,0.8229527884,0.788204337,0.5271585075,4.174539031,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1003 W Clark St, Urbana,IL 61801 – Urbana   ",40.1152251,-88.2212026,750,1,1 Week Ago,750,750,1,1,750,Apartments.com,Urbana,3,750,1,0,0,0,0,1,1,0,1,0.9234344068,0.7550764287,0.4298139015,4.053114926,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 910 S Anderson St, Urbana,IL 61801 – Urbana   ",40.1047468,-88.1999559,"1,365",2,1 Week Ago,1365,1365,2,2,1365,Apartments.com,Urbana,4,682.5,0,1,1,0,0,1,1,1,1,1.581630041,1.67939379,1.488526082,4.99858065,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 616 Haines Blvd, Champaign,IL 61820 – Downtown Champaign   ",40.1048593,-88.2538944,483,1,Today,483,483,1,1,483,Apartments.com,Champaign,4,483,0,0,1,0,1,1,0,0,0,1.273807685,1.198781281,1.481487666,2.191550928,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 309 W Vine St, Champaign,IL 61820 – Downtown Champaign   ",40.1218739,-88.2480902,"1,210",2,1 Day Ago,1210,1210,2,2,1210,Apartments.com,Champaign,2,605,0,0,0,0,0,1,0,0,1,1.588019818,1.316535382,1.351356112,2.985912252,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 108 W Columbia Ave, Champaign,IL 61820 – Downtown Champaign   ",40.1213992,-88.2445021,"930 - 1,250",1 - 2,1 Day Ago,930,1250,1,2,1090,Apartments.com,Champaign,3,625,1,0,0,1,1,1,1,0,1,1.452755274,1.171988647,1.179020158,3.123613995,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 512 E John St, Champaign,IL 61820 – Campustown IL   ",40.1092243,-88.2306784,395,3,2 Days Ago,395,395,3,3,395,Apartments.com,Champaign,3,131.6666667,0,0,1,1,1,1,1,0,0,0.390403903,0.1170148343,0.2254224332,3.454764109,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 410 W Green St, Champaign,IL 61820 – Downtown Champaign   ",40.1103551,-88.2495597,730,Studio,2 Days Ago,730,730,Studio,Studio,730,Apartments.com,Champaign,4,#VALUE!,1,1,1,1,0,1,1,1,1,1.141254048,0.9721073234,1.194027871,2.530115928,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 301 W Ells Ave, Champaign,IL 61820 – Downtown Champaign   ",40.1039144,-88.2469359,"1,295",3,2 Days Ago,1295,1295,3,3,1295,Apartments.com,Champaign,4,431.6666667,1,0,1,1,1,1,1,1,0,0.9033858172,0.8553545022,1.158431797,2.534678012,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 111 W Washington St, Champaign,IL 61820 – Downtown Champaign   ",40.1200249,-88.2440642,780,1,2 Days Ago,780,780,1,1,780,Apartments.com,Champaign,3,780,0,0,1,0,1,1,1,0,0,1.360439096,1.082114939,1.103743475,3.092297692,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 310 Cedar St, Champaign,IL 61820 – Downtown Champaign   ",40.099266,-88.247629,835 - 940,1 - 2,2 Days Ago,835,940,1,2,887.5,Apartments.com,Champaign,4,470,0,1,0,0,0,1,0,0,1,0.9865652781,1.03046947,1.353231693,2.454266677,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 411 E Park St, Champaign,IL 61820 – Downtown Champaign   ",40.1170746,-88.2323118,"1,400",2,2 Days Ago,1400,1400,2,2,1400,Apartments.com,Champaign,2,700,0,0,1,1,0,1,1,1,1,0.9394067789,0.652325254,0.5148809942,3.55021032,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 606 N Prairie St, Champaign,IL 61820 – Champaign   ",40.1217771,-88.2483429,"1,050",3,3 Days Ago,1050,1050,3,3,1050,Apartments.com,Champaign,3,350,1,1,1,1,0,1,0,1,0,1.59087904,1.320510569,1.35867151,2.971170278,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 512 E Stoughton St, Champaign,IL 61820 – Champaign   ",40.1137574,-88.2306709,"1,295",2,3 Days Ago,1295,1295,2,2,1295,Apartments.com,Champaign,3,647.5,0,1,1,1,0,1,1,0,1,0.7024838444,0.4240412437,0.2807011389,3.547009712,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 405 N State St, Champaign,IL 61820 – Downtown Champaign   ",40.1198594,-88.2471102,595 - 650,1,3 Days Ago,595,650,1,1,622.5,Apartments.com,Champaign,4,650,0,1,0,0,0,1,0,0,0,1.446632918,1.179435208,1.233077091,2.950074353,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 403 S 6th St, Champaign,IL 61820 – Champaign   ",40.1131898,-88.2306951,"2,000",4,3 Days Ago,2000,2000,4,4,2000,Apartments.com,Champaign,4,500,0,1,1,1,1,1,1,1,1,0.6634311489,0.3849137275,0.255003039,3.532908402,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 404 S 6th St, Champaign,IL 61820 – Champaign   ",40.1130623,-88.2302005,"2,250",5,3 Days Ago,2250,2250,5,5,2250,Apartments.com,Champaign,2,450,0,1,0,0,1,1,0,0,1,0.65337258,0.3800272825,0.2294487293,3.554821578,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 401 S 6th St, Champaign,IL 61820 – Champaign   ",40.1133098,-88.2306951,"2,250",5,3 Days Ago,2250,2250,5,5,2250,Apartments.com,Champaign,3,450,1,1,0,1,1,1,1,0,1,0.6717037149,0.3931545104,0.2603586285,3.535602458,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 402 S 6th St, Champaign,IL 61820 – Downtown Champaign   ",40.1133023,-88.2302005,"2,250",5,3 Days Ago,2250,2250,5,5,2250,Apartments.com,Champaign,2,450,1,0,0,1,1,1,1,1,1,0.6699485428,0.3963456024,0.240857219,3.560152677,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 401 S 6th St, Champaign,IL 61820 – Downtown Champaign   ",40.1133098,-88.2306951,"2,250",5,3 Days Ago,2250,2250,5,5,2250,Apartments.com,Champaign,2,450,0,0,1,1,1,1,0,1,0,0.6717037149,0.3931545104,0.2603586285,3.535602458,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1320 Frederick St, Champaign,IL 61820 – Downtown Champaign   ",40.1001282,-88.2452862,590 - 665,1,4 Days Ago,590,665,1,1,627.5,Apartments.com,Champaign,4,665,0,1,1,0,1,1,0,1,0,0.8507017047,0.8948160567,1.218402739,2.582666586,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 301 4th S St, Champaign,IL 61820 – Midtown Champaign   ",40.1166102,-88.2412504,"1,020",2,4 Days Ago,1020,1020,2,2,1020,Apartments.com,Champaign,3,510,0,0,0,1,1,1,0,1,0,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 906 S Locust St, Champaign,IL 61820 – Downtown Champaign   ",40.1073706,-88.2400143,"1,040",4,4 Days Ago,1040,1040,4,4,1040,Apartments.com,Champaign,2,260,1,1,1,1,1,1,0,0,0,0.5968597459,0.450031067,0.7296795644,2.945053379,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 705 S 1st St, Champaign,IL 61820 – Downtown Champaign   ",40.1096365,-88.2390635,"1,300 - 1,800",2 - 4,4 Days Ago,1300,1800,2,4,1550,Apartments.com,Champaign,4,450,0,0,1,1,1,1,0,0,0,0.6408063975,0.4222016345,0.6443013019,3.036320899,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1711 W John St, Champaign,IL 61821 – Champaign   ",40.1086952,-88.2760206,615,2,5 Days Ago,615,615,2,2,615,Apartments.com,Champaign,3,307.5,0,0,1,0,1,1,0,1,1,2.465308814,2.353462487,2.596105791,1.262277842,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 702 W Green St, Champaign,IL 61820 – Downtown Champaign   ",40.1103663,-88.2542937,"1,295",4,5 Days Ago,1295,1295,4,4,1295,Apartments.com,Champaign,4,323.75,0,0,0,1,1,1,1,1,1,1.373684362,1.218684245,1.444088537,2.300453995,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 205 S Lynn St, Champaign,IL 61820 – Downtown Champaign   ",40.1146713,-88.2521294,600,1,5 Days Ago,600,600,1,1,600,Apartments.com,Champaign,3,600,0,1,1,1,0,1,0,1,0,1.403804238,1.19278155,1.355396829,2.5373098,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 803 W Springfield Ave, Champaign,IL 61820 – Downtown Champaign   ",40.1124157,-88.2562873,670,1,5 Days Ago,670,670,1,1,670,Apartments.com,Champaign,4,670,0,0,0,0,1,1,1,1,0,1.523983947,1.350220139,1.552858753,2.26953808,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1717 Coronado Dr, Champaign,IL 61820 – Champaign   ",40.0951544,-88.2537614,"1,350",3,5 Days Ago,1350,1350,3,3,1350,Apartments.com,Champaign,2,450,0,1,0,0,0,1,1,1,0,1.392431144,1.459197355,1.782986536,2.125742664,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 2706 S 1st St, Champaign,IL 61822 – Champaign   ",40.0789339,-88.237801,"1,175",3,5 Days Ago,1175,1175,3,3,1175,Apartments.com,Champaign,5,391.6666667,0,0,0,1,1,1,0,0,0,1.75604319,2.012060782,2.277655691,3.208862373,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 307 Birch St, Champaign,IL 61820 – Downtown Champaign   ",40.0997015,-88.2474768,620,1,5 Days Ago,620,620,1,1,620,Apartments.com,Champaign,5,620,1,0,1,0,0,1,1,1,0,0.9700999014,1.007099173,1.32910052,2.464704138,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 305 Birch St, Champaign,IL 61820 – Downtown Champaign   ",40.0995322,-88.2473091,670,1,5 Days Ago,670,670,1,1,670,Apartments.com,Champaign,2,670,1,0,0,0,0,1,0,0,0,0.964941902,1.006160864,1.328731145,2.472555479,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 606 S Mattis Ave, Champaign,IL 61821 – Champaign   ",40.1097363,-88.2764164,500,1,5 Days Ago,500,500,1,1,500,Apartments.com,Champaign,3,500,1,1,0,1,1,1,1,1,1,2.497177702,2.377618552,2.613879456,1.295934439,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1407 State S St, Champaign,IL 61820 – Downtown Champaign   ",40.0993476,-88.2470587,695,1,6 Days Ago,695,695,1,1,695,Apartments.com,Champaign,2,695,1,1,0,0,1,1,0,0,1,0.956145114,1.002452019,1.325653044,2.48474662,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1402 Mckinley N Ave, Champaign,IL 61821 – Champaign   ",40.1302486,-88.2625055,595,1,6 Days Ago,595,595,1,1,595,Apartments.com,Champaign,5,595,0,1,0,1,0,1,0,1,0,2.523004541,2.262738015,2.3071071,2.856475688,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 604 W Columbia Ave, Champaign,IL 61820 – Downtown Champaign   ",40.1213975,-88.2522593,525,1,6 Days Ago,525,525,1,1,525,Apartments.com,Champaign,2,525,0,1,1,0,1,1,1,0,1,1.706782468,1.45061693,1.522236901,2.789793007,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 311 Birch St, Champaign,IL 61820 – Downtown Champaign   ",40.0997404,-88.2480218,640,1,1 Week Ago,640,640,1,1,640,Apartments.com,Champaign,4,640,1,0,1,0,1,1,1,0,0,0.9970726875,1.029927723,1.351156843,2.436245057,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 207 E Healey St, Champaign,IL 61820 – Champaign   ",40.1112723,-88.2361347,465,1,1 Week Ago,465,465,1,1,465,Apartments.com,Champaign,5,465,0,0,1,1,0,1,1,0,0,0.6250695594,0.3497630597,0.4850485113,3.218212769,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 401 S 6th St, Champaign,IL 61820 – Champaign   ",40.1133098,-88.2306951,"2,000",4,1 Week Ago,2000,2000,4,4,2000,Apartments.com,Champaign,3,500,0,0,1,0,1,1,0,0,0,0.6717037149,0.3931545104,0.2603586285,3.535602458,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 107 E John St, Champaign,IL 61820 – Champaign   ",40.1087571,-88.2377893,565,1,1 Week Ago,565,565,1,1,565,Apartments.com,Champaign,2,565,0,0,0,1,0,1,1,1,1,0.5501479453,0.3406629886,0.5894291809,3.083632132,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 105 E John St, Champaign,IL 61820 – Champaign   ",40.1087605,-88.2380175,645 - 850,1 - 2,1 Week Ago,645,850,1,2,747.5,Apartments.com,Champaign,5,425,0,0,1,0,1,1,0,1,1,0.5595526515,0.3524775653,0.601073897,3.072092884,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 110 E John St, Champaign,IL 61820 – Campustown IL   ",40.1093137,-88.2375611,735,1,1 Week Ago,735,735,1,1,735,Apartments.com,Champaign,5,735,0,0,1,0,1,1,0,0,1,0.5670241079,0.3398991771,0.5693766157,3.105874063,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 57 E Healey St, Champaign,IL 61820 – Midtown Champaign   ",40.1111816,-88.2393868,495,Studio,1 Week Ago,495,495,Studio,Studio,495,Apartments.com,Champaign,3,#VALUE!,1,0,0,1,0,1,0,0,1,0.726545017,0.4825328074,0.6564048943,3.053488338,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 901 S 2nd St, Champaign,IL 61820 – Downtown Champaign   ",40.1076706,-88.2373709,"2,600 - 2,640",4,1 Week Ago,2600,2640,4,4,2620,Apartments.com,Champaign,4,660,1,0,0,0,1,1,0,0,0,0.4866533578,0.3099152421,0.5915210425,3.08549671,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 618 W Green St, Champaign,IL 61820 – Downtown Champaign   ",40.1103583,-88.2537614,590 - 800,1 - 2,1 Week Ago,590,800,1,2,695,Apartments.com,Champaign,3,400,0,0,0,1,0,1,1,0,1,1.347071092,1.190810819,1.415980425,2.32587621,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 3220 Ridgewood Dr, Champaign,IL 61821 – Champaign   ",40.112115,-88.3005229,995,3,2 Weeks Ago,995,995,3,3,995,Apartments.com,Champaign,3,331.6666667,1,0,1,1,0,1,0,1,0,3.780863059,3.660102948,3.88756742,1.126316156,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 202 Hessel Blvd, Champaign,IL 61820 – Downtown Champaign   ",40.1024888,-88.2452627,"1,100",3,2 Weeks Ago,1100,1100,3,3,1100,Apartments.com,Champaign,2,366.6666667,1,0,1,1,0,1,1,1,1,0.8183971119,0.8098506186,1.125709637,2.604261042,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 603 W Green St, Urbana,IL 61801 – Urbana   ",40.110409,-88.2149619,"1,300",2,Today,1300,1300,2,2,1300,Apartments.com,Urbana,2,650,1,0,1,0,1,1,1,0,0,0.9162076521,0.8947748308,0.6354069463,4.281107506,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
